epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.34476,2.50251,3.34798,0.00354,0.40518,0.58209,0.35007,0.12232,2.2247,3.4561,0.00364,0.00165254,0.00165254,0.0686017
2,14.1195,2.26958,1.29517,0.00285,0.6674,0.72727,0.68932,0.29947,1.99635,1.27504,0.00315,0.00322532,0.00322532,0.0368411
3,20.8146,2.18651,1.22013,0.00274,0.62304,0.68788,0.61424,0.23765,2.35327,1.12307,0.0038,0.00470382,0.00470382,0.0049863
4,27.3476,2.16976,1.13962,0.00276,0.74986,0.68788,0.69921,0.30188,2.07691,0.96614,0.0034,0.00457571,0.00457571,0.00457571
5,33.8501,2.03983,1.13118,0.00255,0.79693,0.77879,0.84581,0.39433,1.81174,0.95806,0.0029,0.00443429,0.00443429,0.00443429
6,40.402,1.84923,1.18008,0.00227,0.6105,0.72424,0.69744,0.36763,1.62592,1.21858,0.00262,0.00429286,0.00429286,0.00429286
7,46.8395,1.80507,1.14383,0.00223,0.72939,0.73333,0.78831,0.39484,1.76366,0.99224,0.00241,0.00415143,0.00415143,0.00415143
8,53.3509,1.77824,1.05671,0.00209,0.65697,0.6303,0.69339,0.2856,2.23947,1.17883,0.00327,0.00401,0.00401,0.00401
9,59.7493,1.8049,1.14534,0.00222,0.62071,0.61515,0.67387,0.30843,1.79056,1.28051,0.00262,0.00386857,0.00386857,0.00386857
10,66.2215,1.74967,1.06245,0.00197,0.71453,0.57879,0.69662,0.38195,1.6499,1.46419,0.00259,0.00372714,0.00372714,0.00372714
11,72.5803,1.72273,0.97401,0.00208,0.68648,0.73636,0.77467,0.44499,1.4895,1.00055,0.00218,0.00358571,0.00358571,0.00358571
12,79.0052,1.67658,1.01439,0.00199,0.71428,0.7727,0.81837,0.44021,1.58331,0.99792,0.00229,0.00344429,0.00344429,0.00344429
13,85.3582,1.72636,0.98769,0.00199,0.82129,0.73808,0.85532,0.50222,1.44788,0.87426,0.00214,0.00330286,0.00330286,0.00330286
14,91.7818,1.67047,0.97681,0.00186,0.76162,0.73939,0.83561,0.50915,1.41231,0.90238,0.00213,0.00316143,0.00316143,0.00316143
15,98.2401,1.62054,1.00247,0.00172,0.76583,0.78485,0.84606,0.541,1.28511,0.94737,0.00193,0.00302,0.00302,0.00302
16,104.726,1.52837,1.03206,0.00171,0.643,0.73333,0.75811,0.40964,1.49611,1.08896,0.00204,0.00287857,0.00287857,0.00287857
17,111.141,1.59089,0.98006,0.00175,0.78462,0.78485,0.86818,0.51004,1.47557,0.90354,0.00213,0.00273714,0.00273714,0.00273714
18,117.634,1.46092,0.98506,0.00162,0.8189,0.75758,0.83933,0.48846,1.47094,0.93953,0.0021,0.00259571,0.00259571,0.00259571
19,124.247,1.43635,0.98463,0.00165,0.77406,0.78902,0.83017,0.53086,1.3392,0.84844,0.0018,0.00245429,0.00245429,0.00245429
20,130.77,1.43863,0.98766,0.00159,0.76561,0.72424,0.81343,0.44721,1.48474,1.07183,0.00194,0.00231286,0.00231286,0.00231286
21,137.196,1.43765,0.93064,0.00158,0.8187,0.7937,0.86632,0.54822,1.31031,0.84211,0.00166,0.00217143,0.00217143,0.00217143
22,143.715,1.46501,0.8998,0.00157,0.78129,0.82727,0.87055,0.54039,1.29488,0.89532,0.00164,0.00203,0.00203,0.00203
23,150.137,1.41125,0.90637,0.00152,0.79843,0.79219,0.85242,0.52913,1.29267,0.92667,0.0017,0.00188857,0.00188857,0.00188857
24,156.573,1.37407,0.89579,0.00146,0.75344,0.8149,0.84754,0.55602,1.29859,0.84278,0.00187,0.00174714,0.00174714,0.00174714
25,163.041,1.36392,0.88453,0.0015,0.82807,0.86061,0.88726,0.59749,1.08865,0.86673,0.00136,0.00160571,0.00160571,0.00160571
26,170.16,1.24531,0.85914,0.0016,0.77418,0.84242,0.87093,0.57511,1.17924,0.86113,0.00149,0.00146429,0.00146429,0.00146429
27,176.414,1.18718,0.89645,0.00168,0.74711,0.72727,0.80491,0.53814,1.12307,0.93643,0.00143,0.00132286,0.00132286,0.00132286
28,182.658,1.19836,0.88351,0.00149,0.74443,0.76793,0.82656,0.53939,1.27003,0.86102,0.00166,0.00118143,0.00118143,0.00118143
29,188.934,1.16952,0.85176,0.00155,0.77994,0.79091,0.86407,0.58748,1.12871,0.85168,0.00146,0.00104,0.00104,0.00104
30,195.267,1.14743,0.83814,0.00146,0.82736,0.76971,0.86612,0.57053,1.22097,0.81756,0.00148,0.000898571,0.000898571,0.000898571
31,201.565,1.1284,0.84001,0.00138,0.85216,0.82097,0.8969,0.62346,1.08976,0.78231,0.00136,0.000757143,0.000757143,0.000757143
32,207.909,1.11275,0.83602,0.00146,0.7759,0.80909,0.85822,0.59617,1.04381,0.88355,0.0014,0.000615714,0.000615714,0.000615714
33,214.401,1.07396,0.79955,0.00131,0.76007,0.84479,0.84618,0.59098,1.05273,0.85434,0.00125,0.000474286,0.000474286,0.000474286
34,220.761,1.09613,0.79272,0.0013,0.83851,0.82424,0.89555,0.62523,1.09677,0.77421,0.0013,0.000332857,0.000332857,0.000332857
35,227.128,1.03899,0.77873,0.00126,0.84183,0.82257,0.89846,0.64479,0.99406,0.7927,0.00116,0.000191429,0.000191429,0.000191429
