epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.8835,1.89448,8.0248,0.00228,0.71429,0.7303,0.70872,0.32308,1.72519,0.98125,0.00233,0.00165254,0.00165254,0.0686017
2,21.0351,1.67422,1.14302,0.00165,0.7394,0.74242,0.73384,0.33586,1.79085,0.79757,0.00245,0.00322532,0.00322532,0.0368411
3,31.1002,1.69032,0.98457,0.00166,0.76675,0.78696,0.79944,0.44183,1.59878,0.93321,0.00219,0.00470382,0.00470382,0.0049863
4,41.1134,1.64805,0.9128,0.00165,0.77294,0.75305,0.80148,0.41563,1.67132,0.83785,0.0025,0.00457571,0.00457571,0.00457571
5,51.1915,1.59084,0.83239,0.00157,0.8005,0.81818,0.84898,0.51776,1.41645,0.67599,0.00197,0.00443429,0.00443429,0.00443429
6,61.1889,1.64725,0.75051,0.00169,0.80267,0.82121,0.86775,0.51632,1.51214,0.67183,0.0021,0.00429286,0.00429286,0.00429286
7,71.2227,1.60154,0.75439,0.00157,0.84542,0.87576,0.9136,0.57113,1.4184,0.63003,0.00197,0.00415143,0.00415143,0.00415143
8,81.3226,1.54469,0.75037,0.00146,0.83593,0.88005,0.90837,0.56442,1.38733,0.59993,0.00187,0.00401,0.00401,0.00401
9,91.2987,1.44006,0.8537,0.00138,0.86462,0.83636,0.91109,0.58845,1.27454,0.60969,0.00158,0.00386857,0.00386857,0.00386857
10,101.429,1.44364,0.78283,0.00126,0.84404,0.8528,0.89659,0.55437,1.40635,0.64444,0.0019,0.00372714,0.00372714,0.00372714
11,111.585,1.37369,0.76595,0.00129,0.79922,0.82024,0.85479,0.50847,1.55831,0.75898,0.00192,0.00358571,0.00358571,0.00358571
12,121.74,1.38498,0.77837,0.00127,0.83595,0.86667,0.90689,0.59068,1.26548,0.63378,0.00156,0.00344429,0.00344429,0.00344429
13,131.861,1.40008,0.7676,0.00128,0.84832,0.80303,0.88351,0.57689,1.27303,0.65606,0.00162,0.00330286,0.00330286,0.00330286
14,141.98,1.38832,0.72619,0.00122,0.89598,0.86667,0.93289,0.64392,1.21307,0.52941,0.00149,0.00316143,0.00316143,0.00316143
15,152.016,1.36216,0.76635,0.00121,0.86529,0.85758,0.91238,0.57979,1.28396,0.68061,0.00159,0.00302,0.00302,0.00302
16,162.289,1.34435,0.77996,0.00126,0.87247,0.80854,0.88781,0.55694,1.37159,0.67761,0.00175,0.00287857,0.00287857,0.00287857
17,172.542,1.34564,0.79306,0.00126,0.87888,0.86667,0.90843,0.55654,1.39384,0.61888,0.00186,0.00273714,0.00273714,0.00273714
18,182.718,1.35799,0.72664,0.00124,0.86082,0.85152,0.91255,0.58091,1.35822,0.60061,0.00168,0.00259571,0.00259571,0.00259571
19,192.775,1.33312,0.75544,0.00122,0.90678,0.92727,0.95801,0.66472,1.13599,0.5165,0.00137,0.00245429,0.00245429,0.00245429
20,202.81,1.30399,0.71526,0.00119,0.84463,0.87307,0.93238,0.64293,1.0898,0.61859,0.00139,0.00231286,0.00231286,0.00231286
21,212.886,1.23237,0.66176,0.00113,0.87658,0.90606,0.93823,0.64917,1.14539,0.51513,0.00144,0.00217143,0.00217143,0.00217143
22,223.001,1.27011,0.67947,0.00113,0.89421,0.92211,0.94449,0.63295,1.15641,0.50615,0.00139,0.00203,0.00203,0.00203
23,233.062,1.27624,0.68282,0.00114,0.90901,0.8697,0.94251,0.62585,1.23908,0.52994,0.00146,0.00188857,0.00188857,0.00188857
24,243.102,1.22549,0.67435,0.00109,0.91334,0.88182,0.9448,0.67557,1.06081,0.50384,0.00127,0.00174714,0.00174714,0.00174714
25,253.172,1.18681,0.62846,0.00106,0.88754,0.91212,0.94315,0.65329,1.15456,0.50386,0.00138,0.00160571,0.00160571,0.00160571
26,263.93,1.10242,0.57293,0.00123,0.87098,0.92424,0.93442,0.64313,1.16058,0.49741,0.00137,0.00146429,0.00146429,0.00146429
27,273.878,1.09364,0.51848,0.00126,0.9188,0.90606,0.95858,0.67681,1.09465,0.45981,0.00128,0.00132286,0.00132286,0.00132286
28,283.741,1.07029,0.5059,0.00119,0.88995,0.93119,0.95686,0.66554,1.11518,0.43681,0.00133,0.00118143,0.00118143,0.00118143
29,293.5,1.04835,0.49804,0.00118,0.93651,0.8939,0.9527,0.65358,1.17178,0.43461,0.00133,0.00104,0.00104,0.00104
30,303.283,1.03481,0.47314,0.00115,0.92941,0.95755,0.97716,0.70029,1.05738,0.39877,0.00128,0.000898571,0.000898571,0.000898571
31,313.067,1.0202,0.44317,0.00106,0.89505,0.95626,0.96444,0.66174,1.19184,0.42722,0.00136,0.000757143,0.000757143,0.000757143
32,322.792,1.01206,0.42418,0.0011,0.93798,0.94242,0.96326,0.6906,1.05744,0.39265,0.00119,0.000615714,0.000615714,0.000615714
33,332.584,0.97875,0.40113,0.00102,0.95122,0.94541,0.97955,0.75569,0.87267,0.36471,0.00104,0.000474286,0.000474286,0.000474286
34,342.42,0.97162,0.40954,0.00101,0.90575,0.94848,0.97336,0.73356,0.93865,0.37731,0.00108,0.000332857,0.000332857,0.000332857
35,352.168,0.94409,0.39717,0.00103,0.92187,0.92424,0.97239,0.69911,1.02005,0.40539,0.00115,0.000191429,0.000191429,0.000191429
