epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.992,1.88355,8.07708,0.00227,0.66596,0.68872,0.61336,0.26634,1.9553,1.00084,0.00268,0.00165254,0.00165254,0.0686017
2,21.139,1.70652,1.08032,0.0017,0.79025,0.73939,0.77017,0.3654,1.82787,0.72452,0.00259,0.00322532,0.00322532,0.0368411
3,31.2866,1.7053,0.93356,0.00169,0.7931,0.77828,0.80086,0.41324,1.77478,0.7481,0.00271,0.00470382,0.00470382,0.0049863
4,41.2724,1.6765,0.90314,0.00171,0.83665,0.77879,0.86151,0.48524,1.52886,0.72775,0.00217,0.00457571,0.00457571,0.00457571
5,51.2111,1.55913,0.87148,0.00156,0.78524,0.84242,0.87544,0.54264,1.40392,0.65997,0.00186,0.00443429,0.00443429,0.00443429
6,61.1582,1.58143,0.81101,0.00161,0.82675,0.85316,0.8938,0.54044,1.50768,0.65725,0.00205,0.00429286,0.00429286,0.00429286
7,71.0817,1.59842,0.755,0.00155,0.73519,0.76364,0.79155,0.4197,1.76738,0.85516,0.00264,0.00415143,0.00415143,0.00415143
8,81.0205,1.59288,0.74729,0.00157,0.8667,0.84721,0.89434,0.57475,1.33914,0.61175,0.00185,0.00401,0.00401,0.00401
9,90.9435,1.56067,0.75949,0.00156,0.82868,0.83548,0.89723,0.53991,1.4815,0.68549,0.00212,0.00386857,0.00386857,0.00386857
10,100.863,1.51707,0.7156,0.00136,0.86319,0.78392,0.89358,0.51467,1.56916,0.72196,0.00211,0.00372714,0.00372714,0.00372714
11,110.814,1.52293,0.70063,0.0015,0.81173,0.81005,0.86429,0.45687,1.78153,0.7079,0.00248,0.00358571,0.00358571,0.00358571
12,120.779,1.51691,0.70938,0.00147,0.82495,0.78543,0.87364,0.52599,1.54974,0.66968,0.00203,0.00344429,0.00344429,0.00344429
13,130.747,1.48141,0.78004,0.00145,0.86201,0.86667,0.9229,0.58102,1.37478,0.58922,0.00185,0.00330286,0.00330286,0.00330286
14,140.735,1.43328,0.75885,0.00134,0.89734,0.84761,0.93153,0.64747,1.13844,0.58928,0.00163,0.00316143,0.00316143,0.00316143
15,150.687,1.36766,0.84262,0.00126,0.86529,0.81752,0.89228,0.52017,1.48312,0.68343,0.00181,0.00302,0.00302,0.00302
16,160.613,1.36488,0.80968,0.00127,0.79889,0.88182,0.88965,0.60047,1.14225,0.64041,0.00142,0.00287857,0.00287857,0.00287857
17,170.479,1.3314,0.82927,0.00121,0.82736,0.90303,0.90749,0.53988,1.44413,0.60132,0.0018,0.00273714,0.00273714,0.00273714
18,180.416,1.31098,0.74796,0.00121,0.86236,0.85433,0.89908,0.55269,1.41439,0.63119,0.00165,0.00259571,0.00259571,0.00259571
19,190.346,1.27363,0.80194,0.00118,0.87717,0.88728,0.93487,0.62028,1.28118,0.58328,0.00159,0.00245429,0.00245429,0.00245429
20,200.295,1.26796,0.764,0.00118,0.83721,0.87879,0.93321,0.63441,1.14154,0.65249,0.00148,0.00231286,0.00231286,0.00231286
21,210.172,1.23861,0.66193,0.00114,0.87944,0.90606,0.94002,0.63497,1.18162,0.5246,0.00134,0.00217143,0.00217143,0.00217143
22,220.124,1.2707,0.62794,0.00113,0.92122,0.91818,0.95887,0.65475,1.13206,0.47687,0.00143,0.00203,0.00203,0.00203
23,230.131,1.27312,0.62779,0.00114,0.88532,0.91212,0.9532,0.62783,1.22432,0.52656,0.00143,0.00188857,0.00188857,0.00188857
24,240.062,1.21664,0.63526,0.0011,0.88048,0.89091,0.9417,0.64348,1.17195,0.50843,0.00146,0.00174714,0.00174714,0.00174714
25,249.956,1.18816,0.58573,0.00106,0.91688,0.88182,0.94741,0.64221,1.19143,0.50821,0.00147,0.00160571,0.00160571,0.00160571
26,260.535,1.06864,0.54765,0.00119,0.87114,0.90142,0.93615,0.67496,1.08709,0.45858,0.00131,0.00146429,0.00146429,0.00146429
27,270.307,1.05057,0.51394,0.0012,0.87782,0.91212,0.94375,0.68325,1.0492,0.47645,0.00134,0.00132286,0.00132286,0.00132286
28,280.021,1.04295,0.49143,0.00116,0.89922,0.93939,0.96567,0.70593,0.99866,0.4441,0.00119,0.00118143,0.00118143,0.00118143
29,289.72,1.05163,0.46216,0.0012,0.90239,0.90909,0.94956,0.6856,1.0489,0.45781,0.00117,0.00104,0.00104,0.00104
30,299.466,1.03913,0.47697,0.00115,0.92142,0.92382,0.96896,0.69727,1.05496,0.41917,0.00124,0.000898571,0.000898571,0.000898571
31,309.147,1.06872,0.43285,0.00111,0.94597,0.90191,0.97439,0.72374,0.99136,0.39723,0.0012,0.000757143,0.000757143,0.000757143
32,318.859,0.99818,0.41421,0.00109,0.9292,0.91478,0.97135,0.72424,0.96294,0.37419,0.00111,0.000615714,0.000615714,0.000615714
33,328.604,0.97015,0.3917,0.00103,0.94734,0.92683,0.98021,0.74988,0.88725,0.3557,0.00104,0.000474286,0.000474286,0.000474286
34,338.336,0.98387,0.38394,0.00102,0.91289,0.95265,0.97595,0.75582,0.86374,0.38301,0.001,0.000332857,0.000332857,0.000332857
35,348.066,0.9462,0.3756,0.00103,0.91058,0.94545,0.97543,0.75614,0.87653,0.36862,0.00104,0.000191429,0.000191429,0.000191429
