epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.95164,2.12497,5.15897,0.00272,0.77671,0.76947,0.78585,0.39119,1.69855,0.84283,0.00214,0.00330508,0.00330508,0.0702542
2,13.343,1.99131,1.2022,0.00207,0.70578,0.61212,0.63672,0.31379,2.06159,1.23285,0.0029,0.00645065,0.00645065,0.0400665
3,19.6504,2.06371,1.08876,0.0022,0.70635,0.66061,0.65087,0.22648,2.60349,1.03835,0.00384,0.00940764,0.00940764,0.00969012
4,25.9563,2.05389,1.01276,0.00226,0.77102,0.73465,0.74248,0.36017,1.94038,0.91149,0.00264,0.00915143,0.00915143,0.00915143
5,32.2967,1.97936,1.03918,0.00221,0.79605,0.82793,0.84284,0.45424,1.67812,0.65155,0.00227,0.00886857,0.00886857,0.00886857
6,38.644,2.07052,0.95741,0.00235,0.79842,0.74413,0.80186,0.40998,1.87044,0.75931,0.00259,0.00858571,0.00858571,0.00858571
7,45.0171,1.99666,0.95205,0.00219,0.75149,0.80606,0.80354,0.42757,1.81911,0.77273,0.00249,0.00830286,0.00830286,0.00830286
8,51.3265,1.92709,0.90859,0.00197,0.79018,0.8445,0.81098,0.42221,1.73125,0.65235,0.00239,0.00802,0.00802,0.00802
9,57.6576,1.88749,0.88331,0.00209,0.67127,0.62121,0.62629,0.26717,2.3646,1.08019,0.00335,0.00773714,0.00773714,0.00773714
10,64.0249,1.92353,0.84904,0.0019,0.84543,0.7956,0.86282,0.49323,1.59156,0.68465,0.00215,0.00745429,0.00745429,0.00745429
11,70.3442,1.83877,0.88143,0.00194,0.73159,0.74336,0.78252,0.42238,1.66418,0.91691,0.00229,0.00717143,0.00717143,0.00717143
12,76.689,1.77401,0.9405,0.00189,0.74543,0.76364,0.79778,0.4168,1.75795,0.7901,0.00245,0.00688857,0.00688857,0.00688857
13,83.0666,1.73104,0.96618,0.00179,0.74156,0.75758,0.80975,0.43702,1.72636,0.79923,0.0021,0.00660571,0.00660571,0.00660571
14,89.3587,1.66857,0.99668,0.00172,0.69393,0.73514,0.77365,0.48246,1.44895,0.88109,0.00193,0.00632286,0.00632286,0.00632286
15,95.6932,1.57154,1.03165,0.0016,0.76722,0.74848,0.81751,0.49668,1.47354,0.89321,0.0019,0.00604,0.00604,0.00604
16,102.036,1.61012,0.95286,0.0017,0.74542,0.82424,0.82927,0.4739,1.56019,0.88892,0.00194,0.00575714,0.00575714,0.00575714
17,108.335,1.57679,0.89927,0.00166,0.69954,0.64242,0.72915,0.42864,1.52063,1.14954,0.00207,0.00547429,0.00547429,0.00547429
18,114.657,1.50285,0.93987,0.00159,0.82359,0.80639,0.87339,0.52455,1.36561,0.85541,0.0018,0.00519143,0.00519143,0.00519143
19,120.966,1.48157,0.95933,0.00158,0.74787,0.77879,0.85118,0.54807,1.2598,0.80453,0.00177,0.00490857,0.00490857,0.00490857
20,127.334,1.48256,0.90532,0.00157,0.78719,0.80303,0.86965,0.57618,1.19232,0.83373,0.00163,0.00462571,0.00462571,0.00462571
21,133.637,1.4131,0.87574,0.00149,0.79738,0.83475,0.88312,0.56742,1.24313,0.79521,0.00152,0.00434286,0.00434286,0.00434286
22,139.949,1.45756,0.83703,0.00145,0.8146,0.87876,0.92274,0.6104,1.20484,0.70733,0.00153,0.00406,0.00406,0.00406
23,146.317,1.41496,0.76008,0.00146,0.85043,0.8615,0.92146,0.60745,1.25637,0.66524,0.00168,0.00377714,0.00377714,0.00377714
24,152.637,1.3494,0.76295,0.00137,0.81201,0.85455,0.90609,0.59584,1.18784,0.72509,0.0015,0.00349429,0.00349429,0.00349429
25,158.971,1.28776,0.76756,0.00132,0.86499,0.85425,0.91376,0.59554,1.20769,0.70327,0.00156,0.00321143,0.00321143,0.00321143
26,165.978,1.15798,0.69422,0.00144,0.88194,0.81818,0.91304,0.5895,1.28637,0.66345,0.00161,0.00292857,0.00292857,0.00292857
27,172.185,1.17357,0.67178,0.00145,0.81197,0.84848,0.91343,0.5681,1.34079,0.69022,0.00161,0.00264571,0.00264571,0.00264571
28,178.422,1.17062,0.60418,0.00139,0.8091,0.86667,0.91757,0.60391,1.25132,0.62506,0.00154,0.00236286,0.00236286,0.00236286
29,184.638,1.15089,0.56437,0.00147,0.84239,0.85843,0.91994,0.5949,1.34465,0.57065,0.00154,0.00208,0.00208,0.00208
30,190.869,1.14984,0.53627,0.00141,0.89831,0.85455,0.93983,0.62872,1.22433,0.56618,0.00145,0.00179714,0.00179714,0.00179714
31,197.148,1.13688,0.54736,0.00132,0.89762,0.86364,0.95437,0.65781,1.1579,0.54444,0.0014,0.00151429,0.00151429,0.00151429
32,203.433,1.08249,0.505,0.0013,0.90375,0.88207,0.94942,0.65919,1.13044,0.49466,0.00133,0.00123143,0.00123143,0.00123143
33,209.633,1.04167,0.45336,0.00123,0.88372,0.92117,0.96305,0.68834,1.05628,0.46345,0.00132,0.000948571,0.000948571,0.000948571
34,215.885,1.03955,0.45785,0.00124,0.91059,0.88788,0.95917,0.67193,1.10959,0.48651,0.00133,0.000665714,0.000665714,0.000665714
35,222.149,0.99232,0.4623,0.00121,0.92179,0.90606,0.9692,0.65191,1.18637,0.49288,0.0014,0.000382857,0.000382857,0.000382857
