epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.8142,1.91816,6.84912,0.00226,0.72374,0.7145,0.71782,0.33743,1.81847,0.8721,0.00264,0.00330508,0.00330508,0.0702542
2,20.9077,1.75027,1.06526,0.00176,0.68663,0.72372,0.66927,0.26738,2.20372,1.00952,0.00342,0.00645065,0.00645065,0.0400665
3,30.9268,1.83777,1.08374,0.00195,0.81132,0.71818,0.79585,0.4064,1.71782,1.00341,0.0026,0.00940764,0.00940764,0.00969012
4,40.8963,1.78363,1.06869,0.00188,0.76668,0.70909,0.80094,0.44702,1.60858,0.85236,0.00229,0.00915143,0.00915143,0.00915143
5,50.8204,1.69518,1.02032,0.00175,0.80431,0.8,0.83994,0.46423,1.63125,0.76973,0.00226,0.00886857,0.00886857,0.00886857
6,60.7543,1.67855,0.95435,0.00171,0.82053,0.79091,0.85791,0.39662,1.78037,0.79998,0.00229,0.00858571,0.00858571,0.00858571
7,70.641,1.71199,0.85588,0.00163,0.87927,0.90606,0.93307,0.57515,1.41119,0.5728,0.00192,0.00830286,0.00830286,0.00830286
8,80.5981,1.6653,0.87796,0.00162,0.82544,0.84848,0.86606,0.4579,1.69555,0.77667,0.00226,0.00802,0.00802,0.00802
9,90.511,1.66303,0.86334,0.00165,0.8399,0.79484,0.85103,0.43653,1.81662,0.72703,0.00225,0.00773714,0.00773714,0.00773714
10,100.426,1.62286,0.84437,0.00151,0.85103,0.83939,0.90551,0.5761,1.40102,0.61493,0.0018,0.00745429,0.00745429,0.00745429
11,110.399,1.5753,0.79231,0.00153,0.82556,0.76011,0.81944,0.44378,1.81201,0.73844,0.00226,0.00717143,0.00717143,0.00717143
12,120.332,1.55243,0.82559,0.00151,0.78916,0.79091,0.84327,0.46941,1.68589,0.75151,0.00233,0.00688857,0.00688857,0.00688857
13,130.328,1.53937,0.84048,0.00143,0.83522,0.78333,0.88344,0.57257,1.24612,0.69659,0.0016,0.00660571,0.00660571,0.00660571
14,140.305,1.50624,0.79434,0.00138,0.88968,0.9,0.94694,0.62322,1.24794,0.55373,0.0016,0.00632286,0.00632286,0.00632286
15,150.261,1.55075,0.7599,0.00142,0.86805,0.80909,0.88016,0.45991,1.64546,0.73202,0.00222,0.00604,0.00604,0.00604
16,160.199,1.48412,0.77748,0.00143,0.89446,0.84748,0.91292,0.57343,1.41256,0.65625,0.00189,0.00575714,0.00575714,0.00575714
17,170.05,1.47616,0.79205,0.00142,0.87787,0.83636,0.91358,0.57292,1.37539,0.61797,0.00173,0.00547429,0.00547429,0.00547429
18,179.992,1.42671,0.73727,0.00135,0.87755,0.89091,0.92704,0.61975,1.2147,0.57893,0.00157,0.00519143,0.00519143,0.00519143
19,189.887,1.41919,0.72855,0.00132,0.87813,0.87338,0.94159,0.63571,1.16314,0.54425,0.00148,0.00490857,0.00490857,0.00490857
20,199.818,1.39413,0.70392,0.00132,0.8788,0.91515,0.92798,0.6179,1.234,0.52921,0.0016,0.00462571,0.00462571,0.00462571
21,209.711,1.32906,0.62849,0.00126,0.89081,0.89697,0.93413,0.63043,1.20681,0.4923,0.00156,0.00434286,0.00434286,0.00434286
22,219.655,1.30641,0.63857,0.00126,0.89953,0.89532,0.93746,0.55775,1.41624,0.5739,0.00181,0.00406,0.00406,0.00406
23,229.527,1.28246,0.61249,0.00123,0.90829,0.92424,0.95687,0.63835,1.15391,0.49239,0.00139,0.00377714,0.00377714,0.00377714
24,239.439,1.25772,0.61014,0.00118,0.95646,0.86364,0.95379,0.65009,1.16653,0.49436,0.00144,0.00349429,0.00349429,0.00349429
25,249.411,1.23887,0.541,0.00114,0.90903,0.88788,0.94901,0.59292,1.30044,0.50933,0.00166,0.00321143,0.00321143,0.00321143
26,260.048,1.08617,0.49502,0.00129,0.9061,0.85758,0.92753,0.58267,1.37008,0.55729,0.00168,0.00292857,0.00292857,0.00292857
27,269.722,1.0395,0.47433,0.00123,0.93499,0.9,0.97195,0.72962,0.95258,0.41138,0.00121,0.00264571,0.00264571,0.00264571
28,279.424,1.06451,0.4383,0.00122,0.90086,0.9362,0.97028,0.66089,1.16735,0.44473,0.00145,0.00236286,0.00236286,0.00236286
29,289.055,1.05631,0.4398,0.00121,0.91025,0.93939,0.97514,0.72863,0.93529,0.43188,0.00113,0.00208,0.00208,0.00208
30,298.689,0.99505,0.41263,0.00116,0.92023,0.96061,0.97612,0.71118,1.04042,0.41152,0.00128,0.00179714,0.00179714,0.00179714
31,308.335,0.96283,0.39884,0.00108,0.95104,0.94184,0.97992,0.73382,0.93966,0.38032,0.00116,0.00151429,0.00151429,0.00151429
32,318.056,0.93534,0.37307,0.00107,0.92974,0.96234,0.98058,0.74566,0.94288,0.37307,0.00118,0.00123143,0.00123143,0.00123143
33,327.774,0.93316,0.36636,0.00105,0.92543,0.96364,0.97924,0.72648,0.9562,0.37875,0.00114,0.000948571,0.000948571,0.000948571
34,337.383,0.90718,0.35256,0.00098,0.91845,0.96061,0.97928,0.70772,1.0038,0.41877,0.00117,0.000665714,0.000665714,0.000665714
35,347.058,0.87083,0.35409,0.001,0.92661,0.95652,0.97906,0.71701,0.98162,0.40654,0.00116,0.000382857,0.000382857,0.000382857
