epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.13041,2.7285,3.54305,0.00398,0.36606,0.34848,0.23711,0.0546,3.13411,2.01194,0.006,0.00330508,0.00330508,0.0702542
2,13.6083,2.37711,1.62576,0.00338,0.56027,0.48182,0.48007,0.1588,2.40182,1.76161,0.00458,0.00645065,0.00645065,0.0400665
3,20.0213,2.27464,1.48414,0.00317,0.46007,0.59697,0.44197,0.15422,2.24721,1.62419,0.00426,0.00940764,0.00940764,0.00969012
4,26.3581,2.22809,1.48192,0.00317,0.636,0.69361,0.70471,0.29855,1.94843,1.30752,0.00314,0.00915143,0.00915143,0.00915143
5,32.8067,2.05756,1.41261,0.00285,0.60715,0.7025,0.65461,0.27641,1.93218,1.30438,0.00322,0.00886857,0.00886857,0.00886857
6,39.1111,2.0265,1.54574,0.00269,0.55726,0.63636,0.56274,0.23079,2.06939,1.70499,0.00351,0.00858571,0.00858571,0.00858571
7,45.5142,1.86767,1.29338,0.0025,0.63151,0.6697,0.68027,0.29505,1.90145,1.28728,0.00295,0.00830286,0.00830286,0.00830286
8,51.9231,1.87256,1.26989,0.00235,0.69412,0.60513,0.66408,0.31366,1.92664,1.28992,0.0031,0.00802,0.00802,0.00802
9,58.3601,1.85312,1.22518,0.00239,0.71447,0.72035,0.75623,0.38215,1.75842,1.04956,0.00268,0.00773714,0.00773714,0.00773714
10,64.8414,1.9117,1.11925,0.00228,0.70882,0.7,0.72998,0.33682,1.93135,1.06925,0.00292,0.00745429,0.00745429,0.00745429
11,71.1894,1.82833,1.1974,0.00228,0.68767,0.74545,0.74904,0.38161,1.58279,1.35969,0.00258,0.00717143,0.00717143,0.00717143
12,77.5728,1.79105,1.1736,0.00219,0.71967,0.6768,0.7466,0.40642,1.65532,1.11714,0.00257,0.00688857,0.00688857,0.00688857
13,83.9641,1.76987,1.09825,0.00219,0.7794,0.74944,0.85384,0.47279,1.49352,0.9053,0.00213,0.00660571,0.00660571,0.00660571
14,90.3756,1.71562,1.11637,0.002,0.71891,0.6697,0.74163,0.4072,1.5166,1.18877,0.00233,0.00632286,0.00632286,0.00632286
15,96.7197,1.70852,1.10788,0.00192,0.70786,0.68788,0.77598,0.4602,1.47805,1.04647,0.00218,0.00604,0.00604,0.00604
16,103.025,1.64524,1.09346,0.00196,0.70157,0.73939,0.77888,0.42636,1.58329,1.05133,0.00218,0.00575714,0.00575714,0.00575714
17,109.365,1.64455,1.0895,0.00194,0.69092,0.62121,0.73863,0.41897,1.58432,1.10761,0.00214,0.00547429,0.00547429,0.00547429
18,115.746,1.6302,1.04658,0.00191,0.76052,0.78788,0.84526,0.51104,1.38161,0.96768,0.00193,0.00519143,0.00519143,0.00519143
19,122.139,1.54115,1.03671,0.00181,0.77751,0.75152,0.83168,0.49002,1.52043,0.90292,0.00215,0.00490857,0.00490857,0.00490857
20,128.457,1.53964,0.99526,0.00168,0.7246,0.80303,0.8458,0.48317,1.4333,0.98932,0.00197,0.00462571,0.00462571,0.00462571
21,134.781,1.44827,0.96177,0.00168,0.76844,0.71212,0.80516,0.45008,1.62299,1.06883,0.00234,0.00434286,0.00434286,0.00434286
22,141.151,1.54512,0.99151,0.00172,0.75739,0.70007,0.83082,0.50321,1.37697,0.99741,0.00183,0.00406,0.00406,0.00406
23,147.538,1.52472,0.96401,0.0017,0.80068,0.70603,0.8281,0.47002,1.50786,0.98834,0.002,0.00377714,0.00377714,0.00377714
24,153.928,1.48946,0.93285,0.00163,0.83541,0.67879,0.83425,0.49348,1.356,1.0117,0.00188,0.00349429,0.00349429,0.00349429
25,160.255,1.4306,0.92749,0.0016,0.80755,0.80111,0.87599,0.55419,1.27129,0.86918,0.00165,0.00321143,0.00321143,0.00321143
26,167.409,1.32468,0.89727,0.00178,0.77394,0.75758,0.85936,0.54824,1.31954,0.86952,0.00174,0.00292857,0.00292857,0.00292857
27,173.686,1.23834,0.88057,0.00169,0.76413,0.78536,0.85204,0.55118,1.31017,0.81989,0.00182,0.00264571,0.00264571,0.00264571
28,179.94,1.3015,0.84776,0.00179,0.80159,0.85696,0.89863,0.57915,1.28562,0.765,0.00167,0.00236286,0.00236286,0.00236286
29,186.21,1.2503,0.8451,0.00175,0.8315,0.82727,0.89774,0.5733,1.29814,0.79887,0.0016,0.00208,0.00208,0.00208
30,192.455,1.24915,0.85356,0.0017,0.80598,0.74242,0.86317,0.53432,1.28447,0.9252,0.00164,0.00179714,0.00179714,0.00179714
31,198.702,1.1624,0.84763,0.0015,0.82485,0.80909,0.90775,0.62816,1.09595,0.77319,0.00137,0.00151429,0.00151429,0.00151429
32,204.991,1.19336,0.86108,0.00156,0.85557,0.7303,0.8651,0.53045,1.37449,0.90556,0.0017,0.00123143,0.00123143,0.00123143
33,211.182,1.14449,0.82849,0.00145,0.81853,0.80644,0.9011,0.62649,1.10991,0.78639,0.0014,0.000948571,0.000948571,0.000948571
34,217.453,1.14118,0.82694,0.00146,0.82314,0.78982,0.89259,0.60315,1.15782,0.80152,0.00145,0.000665714,0.000665714,0.000665714
35,223.679,1.10122,0.80201,0.00144,0.79246,0.81212,0.89004,0.60847,1.15425,0.8099,0.00137,0.000382857,0.000382857,0.000382857
