epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.2387,1.91697,10.9984,0.00239,0.43992,0.29752,0.32695,0.15974,1.44965,2.17807,0.00208,0.000330508,0.000330508,0.0672797
2,21.2927,1.69902,2.07817,0.0017,0.73707,0.72206,0.71697,0.31032,1.72754,0.91276,0.00235,0.000645065,0.000645065,0.0342609
3,31.29,1.69668,1.15167,0.00165,0.78643,0.79394,0.82357,0.449,1.57844,0.67011,0.00207,0.000940764,0.000940764,0.00122325
4,41.2034,1.63715,0.88042,0.00157,0.79836,0.76364,0.80317,0.43495,1.61042,0.65467,0.00206,0.000915143,0.000915143,0.000915143
5,51.1238,1.55662,0.82521,0.00153,0.85227,0.81212,0.86384,0.50138,1.47519,0.55587,0.00194,0.000886857,0.000886857,0.000886857
6,61.0562,1.59377,0.72762,0.00157,0.83942,0.82369,0.8685,0.53136,1.47337,0.54249,0.00188,0.000858571,0.000858571,0.000858571
7,70.9429,1.55841,0.70514,0.00149,0.86743,0.8328,0.88696,0.5351,1.48464,0.54946,0.00192,0.000830286,0.000830286,0.000830286
8,80.834,1.51408,0.69231,0.00141,0.88034,0.8026,0.86837,0.53657,1.41405,0.53492,0.0018,0.000802,0.000802,0.000802
9,90.7771,1.52951,0.69139,0.00144,0.86018,0.89394,0.91821,0.59351,1.28365,0.51996,0.00166,0.000773714,0.000773714,0.000773714
10,100.709,1.50919,0.63471,0.00133,0.84596,0.88788,0.91706,0.60424,1.26972,0.54715,0.00162,0.000745429,0.000745429,0.000745429
11,110.649,1.48554,0.62741,0.00138,0.80634,0.85758,0.86414,0.54504,1.42705,0.55667,0.00174,0.000717143,0.000717143,0.000717143
12,120.587,1.48158,0.65142,0.00135,0.83173,0.80884,0.86354,0.55671,1.37538,0.55194,0.00173,0.000688857,0.000688857,0.000688857
13,130.494,1.45578,0.6793,0.00135,0.86871,0.88223,0.92231,0.61539,1.2105,0.51989,0.00154,0.000660571,0.000660571,0.000660571
14,140.405,1.4231,0.64509,0.00127,0.90136,0.8861,0.93882,0.61133,1.24594,0.51366,0.00158,0.000632286,0.000632286,0.000632286
15,150.267,1.46885,0.64873,0.00132,0.86959,0.91515,0.93825,0.6371,1.19615,0.49884,0.00154,0.000604,0.000604,0.000604
16,160.23,1.45231,0.66997,0.00134,0.88346,0.85758,0.92306,0.60539,1.24804,0.55571,0.00159,0.000575714,0.000575714,0.000575714
17,170.16,1.43135,0.68504,0.00132,0.8479,0.86151,0.90675,0.59444,1.26355,0.55378,0.0016,0.000547429,0.000547429,0.000547429
18,180.272,1.37442,0.66482,0.00128,0.84015,0.81818,0.88675,0.5633,1.38448,0.58634,0.00168,0.000519143,0.000519143,0.000519143
19,190.273,1.44,0.66672,0.00134,0.87815,0.87358,0.93015,0.61013,1.26042,0.54875,0.00157,0.000490857,0.000490857,0.000490857
20,200.123,1.37981,0.68391,0.00127,0.88996,0.85781,0.93908,0.6473,1.10997,0.52648,0.00142,0.000462571,0.000462571,0.000462571
21,210.036,1.32881,0.65468,0.00126,0.90138,0.88788,0.94442,0.6491,1.1479,0.52731,0.00147,0.000434286,0.000434286,0.000434286
22,219.962,1.35808,0.67883,0.00122,0.89444,0.86061,0.92636,0.62683,1.20077,0.54005,0.00145,0.000406,0.000406,0.000406
23,229.934,1.3247,0.6836,0.00121,0.87276,0.86667,0.92663,0.60533,1.20828,0.58508,0.00146,0.000377714,0.000377714,0.000377714
24,239.826,1.33799,0.65759,0.0012,0.87915,0.88178,0.93577,0.62739,1.20986,0.52922,0.0015,0.000349429,0.000349429,0.000349429
25,249.731,1.33706,0.64526,0.0012,0.88881,0.84545,0.92864,0.63045,1.18707,0.54456,0.00147,0.000321143,0.000321143,0.000321143
26,260.148,1.24242,0.66555,0.00143,0.88031,0.84691,0.91916,0.60477,1.24932,0.57199,0.00157,0.000292857,0.000292857,0.000292857
27,269.809,1.20988,0.66643,0.00143,0.86398,0.87879,0.93103,0.64256,1.15343,0.56574,0.00146,0.000264571,0.000264571,0.000264571
28,279.414,1.21765,0.61713,0.00138,0.8831,0.85455,0.93124,0.62368,1.21401,0.57761,0.00149,0.000236286,0.000236286,0.000236286
29,289.041,1.23036,0.64691,0.00143,0.88004,0.86703,0.9363,0.62084,1.22175,0.54804,0.00151,0.000208,0.000208,0.000208
30,298.633,1.22568,0.63577,0.00141,0.88548,0.88182,0.93175,0.6131,1.2561,0.49446,0.00156,0.000179714,0.000179714,0.000179714
31,308.27,1.24106,0.60022,0.00135,0.85564,0.89802,0.93797,0.63701,1.1947,0.48946,0.00151,0.000151429,0.000151429,0.000151429
32,317.847,1.22135,0.60706,0.0014,0.83835,0.9272,0.93889,0.64261,1.17189,0.47787,0.00148,0.000123143,0.000123143,0.000123143
33,327.508,1.19962,0.58133,0.00134,0.8762,0.91515,0.94277,0.65214,1.15171,0.47194,0.00146,9.48571e-05,9.48571e-05,9.48571e-05
34,337.172,1.21534,0.57454,0.00134,0.86926,0.90666,0.93989,0.63395,1.18324,0.49201,0.00148,6.65714e-05,6.65714e-05,6.65714e-05
35,346.818,1.15465,0.57589,0.00135,0.86716,0.90995,0.94561,0.65142,1.14251,0.49347,0.00143,3.82857e-05,3.82857e-05,3.82857e-05
