epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.0715,2.36816,4.39524,0.00325,0,0,0,0,3.35921,nan,0.01514,0.00330508,0.00330508,0.0702542
2,21.2923,2.34643,1.43701,0.00309,0.64914,0.34199,0.33351,0.09781,2.58568,138.008,0.00483,0.00645065,0.00645065,0.0400665
3,31.5259,2.23299,1.50441,0.00295,0.6333,0.53636,0.58804,0.22481,2.27108,1.3108,0.00392,0.00940764,0.00940764,0.00969012
4,41.6782,2.17918,1.37478,0.00281,0.49108,0.57312,0.54912,0.21866,2.27021,2.18666,0.00417,0.00915143,0.00915143,0.00915143
5,51.6761,2.07235,1.40547,0.00288,0.66337,0.67273,0.68894,0.29567,2.13529,1.12555,0.00385,0.00886857,0.00886857,0.00886857
6,61.7122,1.95851,1.22862,0.0026,0.62773,0.64545,0.6582,0.2704,2.10741,1.4316,0.00365,0.00858571,0.00858571,0.00858571
7,71.7077,1.81404,1.25683,0.00236,0.63804,0.59394,0.64765,0.31379,1.82471,1.3854,0.00346,0.00830286,0.00830286,0.00830286
8,81.7506,1.72208,1.162,0.00217,0.62715,0.47576,0.52985,0.3062,1.6559,1.76129,0.00275,0.00802,0.00802,0.00802
9,91.7568,1.67052,1.20764,0.00214,0.70593,0.64016,0.75463,0.42796,1.38927,1.17395,0.00222,0.00773714,0.00773714,0.00773714
10,101.803,1.62446,1.13445,0.00193,0.76382,0.69394,0.786,0.42211,1.67257,1.08526,0.00268,0.00745429,0.00745429,0.00745429
11,111.873,1.71703,1.11949,0.002,0.68421,0.68485,0.76173,0.42573,1.57682,1.10846,0.00247,0.00717143,0.00717143,0.00717143
12,121.875,1.62669,1.10186,0.00194,0.73725,0.7697,0.79554,0.4483,1.53349,1.0887,0.00252,0.00688857,0.00688857,0.00688857
13,131.923,1.56873,1.11847,0.00187,0.74993,0.59697,0.74062,0.47486,1.2519,1.20499,0.00185,0.00660571,0.00660571,0.00660571
14,142.037,1.51445,1.02431,0.00165,0.82435,0.84242,0.89518,0.51412,1.40873,0.86704,0.00208,0.00632286,0.00632286,0.00632286
15,152.138,1.57653,1.0848,0.00176,0.74431,0.8,0.84957,0.54517,1.23631,0.91682,0.00177,0.00604,0.00604,0.00604
16,162.22,1.48382,1.11843,0.0018,0.75426,0.77273,0.84618,0.53843,1.31195,0.9595,0.00215,0.00575714,0.00575714,0.00575714
17,172.263,1.46014,1.06538,0.00164,0.79352,0.78485,0.86285,0.53652,1.29048,0.95433,0.00174,0.00547429,0.00547429,0.00547429
18,182.321,1.37386,1.00605,0.00147,0.71393,0.77139,0.8137,0.5057,1.38893,0.92736,0.00205,0.00519143,0.00519143,0.00519143
19,192.352,1.39042,1.01303,0.00156,0.75831,0.80606,0.85237,0.51692,1.36585,0.938,0.00204,0.00490857,0.00490857,0.00490857
20,202.381,1.38658,1.02125,0.00156,0.78542,0.72727,0.83639,0.48223,1.41869,1.06041,0.00212,0.00462571,0.00462571,0.00462571
21,212.402,1.32962,0.97763,0.00151,0.7025,0.82424,0.83198,0.55899,1.13944,0.94667,0.00178,0.00434286,0.00434286,0.00434286
22,222.51,1.35041,0.97616,0.00145,0.73597,0.81089,0.84291,0.56514,1.13131,0.95602,0.00186,0.00406,0.00406,0.00406
23,232.621,1.39818,0.99306,0.0016,0.72845,0.78788,0.84522,0.50418,1.40203,0.90465,0.00167,0.00377714,0.00377714,0.00377714
24,242.603,1.3709,0.9579,0.00145,0.74275,0.77576,0.83914,0.594,1.01176,0.88106,0.00142,0.00349429,0.00349429,0.00349429
25,252.723,1.26985,0.94331,0.00135,0.79181,0.71457,0.84259,0.56945,1.17027,0.93331,0.00151,0.00321143,0.00321143,0.00321143
26,263.429,1.20584,0.90907,0.00155,0.7979,0.7896,0.87413,0.60983,1.07125,0.85184,0.00153,0.00292857,0.00292857,0.00292857
27,273.277,1.12216,0.87279,0.00156,0.77373,0.77576,0.86586,0.59265,1.10096,0.88073,0.00144,0.00264571,0.00264571,0.00264571
28,283.077,1.1129,0.85957,0.00147,0.74246,0.84848,0.87728,0.6207,1.03412,0.85911,0.0014,0.00236286,0.00236286,0.00236286
29,292.924,1.10467,0.85774,0.00152,0.81059,0.84294,0.90726,0.60788,1.15505,0.82944,0.00143,0.00208,0.00208,0.00208
30,302.714,1.06692,0.85263,0.0014,0.7834,0.84391,0.88935,0.62491,1.06399,0.82478,0.00133,0.00179714,0.00179714,0.00179714
31,312.527,1.05715,0.86957,0.00129,0.76926,0.81831,0.87103,0.62835,0.99505,0.85319,0.0013,0.00151429,0.00151429,0.00151429
32,322.426,1.09027,0.85514,0.00134,0.7983,0.83953,0.88948,0.64589,1.00016,0.78231,0.00132,0.00123143,0.00123143,0.00123143
33,332.273,1.0354,0.81857,0.00122,0.81405,0.83636,0.90076,0.64401,0.98022,0.8233,0.00118,0.000948571,0.000948571,0.000948571
34,342.058,1.05521,0.78931,0.00123,0.81105,0.85847,0.90105,0.66893,0.97131,0.75069,0.00121,0.000665714,0.000665714,0.000665714
35,351.92,0.98793,0.77713,0.0012,0.80969,0.85152,0.90249,0.65641,0.98709,0.76408,0.0012,0.000382857,0.000382857,0.000382857
