epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.8172,1.92176,10.9801,0.00238,0.33393,0.16667,0.22448,0.10219,1.62588,2.39172,0.00225,0.000330508,0.000330508,0.0672797
2,20.8443,1.69757,2.10609,0.00168,0.70163,0.76246,0.72714,0.33076,1.6699,0.91175,0.00224,0.000645065,0.000645065,0.0342609
3,30.8635,1.68548,1.17017,0.00162,0.7651,0.76667,0.79751,0.42712,1.63845,0.70935,0.00223,0.000940764,0.000940764,0.00122325
4,40.7935,1.62339,0.89618,0.00156,0.79316,0.78485,0.83142,0.44534,1.59747,0.65182,0.00214,0.000915143,0.000915143,0.000915143
5,50.6974,1.55187,0.82705,0.00152,0.83757,0.83939,0.86036,0.51509,1.43408,0.58542,0.0019,0.000886857,0.000886857,0.000886857
6,60.6047,1.56756,0.748,0.00155,0.83422,0.80819,0.8536,0.50749,1.49641,0.59491,0.00194,0.000858571,0.000858571,0.000858571
7,70.5331,1.5314,0.71853,0.00147,0.83548,0.84545,0.87547,0.54397,1.38699,0.56977,0.0018,0.000830286,0.000830286,0.000830286
8,80.4791,1.50159,0.68815,0.00139,0.83955,0.82424,0.86877,0.55407,1.36699,0.53766,0.00175,0.000802,0.000802,0.000802
9,90.4416,1.49929,0.71089,0.00141,0.8453,0.8697,0.90691,0.59686,1.23419,0.55622,0.00163,0.000773714,0.000773714,0.000773714
10,100.38,1.47025,0.67684,0.0013,0.87798,0.87221,0.92752,0.62061,1.20816,0.55295,0.00156,0.000745429,0.000745429,0.000745429
11,110.322,1.46494,0.65889,0.00138,0.85582,0.8454,0.89932,0.57725,1.33114,0.60473,0.00163,0.000717143,0.000717143,0.000717143
12,120.302,1.49022,0.66866,0.00136,0.83016,0.85455,0.87202,0.56444,1.33886,0.5802,0.00167,0.000688857,0.000688857,0.000688857
13,130.185,1.4585,0.69417,0.00136,0.87814,0.8516,0.91504,0.62059,1.22001,0.52022,0.00156,0.000660571,0.000660571,0.000660571
14,140.054,1.41395,0.66576,0.00126,0.87536,0.89394,0.94558,0.64995,1.14367,0.52541,0.00146,0.000632286,0.000632286,0.000632286
15,149.958,1.43749,0.69842,0.00129,0.89505,0.89697,0.94014,0.66501,1.10935,0.51167,0.00144,0.000604,0.000604,0.000604
16,159.864,1.44894,0.68087,0.00134,0.87178,0.86536,0.92404,0.61261,1.23188,0.55147,0.00156,0.000575714,0.000575714,0.000575714
17,169.725,1.4374,0.67303,0.00133,0.85373,0.849,0.90603,0.57666,1.35692,0.54058,0.00174,0.000547429,0.000547429,0.000547429
18,179.644,1.39414,0.64709,0.00131,0.84584,0.85758,0.89432,0.58279,1.31009,0.54047,0.00165,0.000519143,0.000519143,0.000519143
19,189.501,1.42479,0.68925,0.00134,0.88546,0.83333,0.91321,0.59975,1.25958,0.57043,0.00156,0.000490857,0.000490857,0.000490857
20,199.456,1.37472,0.69373,0.00128,0.86817,0.89091,0.9394,0.65866,1.08731,0.53749,0.00138,0.000462571,0.000462571,0.000462571
21,209.325,1.33363,0.65249,0.00125,0.8998,0.84848,0.92773,0.63625,1.16423,0.54772,0.00148,0.000434286,0.000434286,0.000434286
22,219.288,1.36125,0.67289,0.00124,0.90076,0.83636,0.92264,0.63044,1.16596,0.53602,0.00139,0.000406,0.000406,0.000406
23,229.328,1.33931,0.67273,0.00124,0.83907,0.86901,0.9012,0.58405,1.31376,0.56739,0.00157,0.000377714,0.000377714,0.000377714
24,239.253,1.34518,0.65562,0.00123,0.89079,0.84242,0.90848,0.63126,1.19789,0.52337,0.00147,0.000349429,0.000349429,0.000349429
25,249.124,1.33929,0.65148,0.00121,0.89792,0.87965,0.92814,0.64208,1.12126,0.5512,0.00139,0.000321143,0.000321143,0.000321143
26,259.686,1.24385,0.66352,0.00143,0.83782,0.88485,0.92607,0.61463,1.2396,0.56668,0.00152,0.000292857,0.000292857,0.000292857
27,269.437,1.24681,0.64617,0.00147,0.89957,0.86858,0.92973,0.64008,1.17318,0.54494,0.00141,0.000264571,0.000264571,0.000264571
28,279.138,1.24707,0.61912,0.00139,0.84916,0.90411,0.92828,0.61717,1.22424,0.55394,0.0015,0.000236286,0.000236286,0.000236286
29,288.802,1.2259,0.64653,0.00145,0.85711,0.89394,0.93429,0.64469,1.15994,0.52539,0.00141,0.000208,0.000208,0.000208
30,298.539,1.22648,0.64734,0.00142,0.88616,0.84919,0.92617,0.61489,1.22804,0.53545,0.0015,0.000179714,0.000179714,0.000179714
31,308.29,1.2443,0.60573,0.00139,0.87306,0.89697,0.93761,0.64683,1.14968,0.5037,0.0014,0.000151429,0.000151429,0.000151429
32,317.985,1.21978,0.64382,0.00137,0.89034,0.88569,0.93549,0.6539,1.1288,0.51133,0.00137,0.000123143,0.000123143,0.000123143
33,327.652,1.17799,0.61885,0.00131,0.89211,0.87702,0.94134,0.65319,1.11506,0.52463,0.00138,9.48571e-05,9.48571e-05,9.48571e-05
34,337.248,1.20397,0.64474,0.0013,0.87514,0.88788,0.93597,0.6481,1.13059,0.54481,0.0014,6.65714e-05,6.65714e-05,6.65714e-05
35,346.88,1.14649,0.61959,0.00133,0.87323,0.88182,0.93575,0.65454,1.11689,0.552,0.00137,3.82857e-05,3.82857e-05,3.82857e-05
