epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.0181,2.26179,4.35964,0.00296,0.7101,0.71258,0.66675,0.29134,2.10438,1.00129,0.00359,0.00165254,0.00165254,0.0686017
2,21.2485,2.07448,1.11347,0.00252,0.60312,0.59394,0.5344,0.19326,2.45392,1.13754,0.00414,0.00322532,0.00322532,0.0368411
3,31.3932,1.97423,1.18626,0.00234,0.7683,0.72349,0.77847,0.39098,1.79702,0.83597,0.00271,0.00470382,0.00470382,0.0049863
4,41.4504,1.95163,0.9986,0.00231,0.73888,0.80606,0.82513,0.45783,1.6321,0.90961,0.00245,0.00457571,0.00457571,0.00457571
5,51.4897,1.85486,1.05172,0.00228,0.88618,0.83939,0.91302,0.49931,1.64642,0.64152,0.00239,0.00443429,0.00443429,0.00443429
6,61.5323,1.82937,0.99382,0.00224,0.80637,0.71934,0.78161,0.37262,2.04861,0.8155,0.0034,0.00429286,0.00429286,0.00429286
7,71.524,1.68073,1.09688,0.00203,0.80476,0.71515,0.82536,0.42816,1.71261,1.01102,0.00244,0.00415143,0.00415143,0.00415143
8,81.4713,1.60358,1.11335,0.00189,0.73122,0.74848,0.81273,0.49766,1.36636,0.95182,0.00211,0.00401,0.00401,0.00401
9,91.4486,1.58355,1.08361,0.00185,0.7385,0.82155,0.81075,0.46909,1.49882,0.9703,0.00236,0.00386857,0.00386857,0.00386857
10,101.415,1.54715,1.00033,0.00168,0.75667,0.73333,0.79686,0.47981,1.38153,1.02802,0.00206,0.00372714,0.00372714,0.00372714
11,111.429,1.53192,0.97618,0.00175,0.78414,0.74242,0.83975,0.50169,1.4074,0.9042,0.00187,0.00358571,0.00358571,0.00358571
12,121.488,1.45209,1.02312,0.00164,0.83648,0.76667,0.87302,0.55225,1.18849,0.95183,0.00168,0.00344429,0.00344429,0.00344429
13,131.534,1.4431,1.02416,0.00168,0.7878,0.78485,0.85388,0.51695,1.35419,0.99493,0.00217,0.00330286,0.00330286,0.00330286
14,141.549,1.4022,0.98685,0.00149,0.79584,0.74848,0.85832,0.52447,1.3629,0.9999,0.00213,0.00316143,0.00316143,0.00316143
15,151.579,1.37258,1.04485,0.00144,0.73225,0.7303,0.84047,0.57197,1.17827,0.89233,0.00175,0.00302,0.00302,0.00302
16,161.648,1.361,1.02179,0.00147,0.70487,0.78485,0.81786,0.52903,1.17295,0.93174,0.00183,0.00287857,0.00287857,0.00287857
17,171.617,1.39911,0.9924,0.00149,0.71635,0.79697,0.82528,0.54905,1.23758,0.87097,0.00177,0.00273714,0.00273714,0.00273714
18,181.647,1.36773,0.96902,0.00146,0.6727,0.74545,0.79051,0.48621,1.3019,1.08026,0.00193,0.00259571,0.00259571,0.00259571
19,191.649,1.36166,0.96921,0.00153,0.75153,0.79697,0.85436,0.57224,1.17717,0.84996,0.00173,0.00245429,0.00245429,0.00245429
20,201.729,1.33631,0.92981,0.00145,0.72579,0.74593,0.82326,0.5277,1.24119,1.00249,0.00161,0.00231286,0.00231286,0.00231286
21,211.712,1.26044,0.88589,0.00139,0.75613,0.77983,0.83993,0.57654,1.09263,0.91513,0.00161,0.00217143,0.00217143,0.00217143
22,221.772,1.26405,0.93316,0.00136,0.81888,0.72121,0.85934,0.57058,1.21143,0.88646,0.00157,0.00203,0.00203,0.00203
23,231.769,1.3017,0.89157,0.00144,0.76545,0.8303,0.85734,0.59014,1.17653,0.81288,0.00153,0.00188857,0.00188857,0.00188857
24,241.82,1.21595,0.90291,0.00124,0.81067,0.68485,0.8227,0.59782,0.98208,0.9329,0.00129,0.00174714,0.00174714,0.00174714
25,251.911,1.18752,0.90877,0.00124,0.74001,0.78182,0.84191,0.61667,0.98698,0.84505,0.0013,0.00160571,0.00160571,0.00160571
26,262.626,1.09138,0.83434,0.00142,0.8063,0.76947,0.88471,0.60485,1.09133,0.90196,0.00146,0.00146429,0.00146429,0.00146429
27,272.435,1.1219,0.79072,0.00145,0.85579,0.82722,0.90606,0.64579,1.10391,0.72829,0.00144,0.00132286,0.00132286,0.00132286
28,282.243,1.09549,0.80504,0.00139,0.7871,0.7303,0.86401,0.61943,1.04713,0.83398,0.00128,0.00118143,0.00118143,0.00118143
29,291.975,1.05605,0.84121,0.00137,0.86659,0.7677,0.89914,0.66309,0.98801,0.78019,0.00133,0.00104,0.00104,0.00104
30,301.799,1.02858,0.81505,0.00131,0.83144,0.75758,0.88032,0.66626,0.93158,0.75805,0.00118,0.000898571,0.000898571,0.000898571
31,311.619,1.05039,0.81055,0.00125,0.84365,0.77576,0.88514,0.66434,0.96597,0.73982,0.0012,0.000757143,0.000757143,0.000757143
32,321.372,1.01162,0.79524,0.00126,0.87105,0.78485,0.9081,0.70114,0.92591,0.71877,0.00113,0.000615714,0.000615714,0.000615714
33,331.158,0.97957,0.75449,0.00114,0.86786,0.79394,0.90908,0.70686,0.89345,0.69098,0.0011,0.000474286,0.000474286,0.000474286
34,340.982,0.99496,0.75851,0.00116,0.87694,0.84219,0.91806,0.69235,0.93187,0.6888,0.00112,0.000332857,0.000332857,0.000332857
35,350.735,0.94236,0.72464,0.00114,0.88045,0.84805,0.92403,0.70892,0.88805,0.66897,0.00109,0.000191429,0.000191429,0.000191429
