epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.0494,2.23166,4.61373,0.00294,0.64779,0.69697,0.65821,0.2914,1.9346,1.24371,0.00296,0.00165254,0.00165254,0.0686017
2,21.2476,2.00892,1.30225,0.00251,0.56762,0.56888,0.56463,0.23491,1.97173,1.47889,0.00396,0.00322532,0.00322532,0.0368411
3,31.3105,1.89813,1.30139,0.00231,0.69282,0.71818,0.73686,0.33603,1.82344,1.06588,0.00308,0.00470382,0.00470382,0.0049863
4,41.3418,1.89126,1.28781,0.00243,0.72129,0.72424,0.80347,0.41514,1.66092,0.99105,0.00255,0.00457571,0.00457571,0.00457571
5,51.4256,1.76908,1.23613,0.00233,0.64761,0.67576,0.74362,0.36958,1.61097,1.16486,0.00283,0.00443429,0.00443429,0.00443429
6,61.4226,1.68479,1.15952,0.00212,0.70835,0.76667,0.77821,0.43314,1.4146,1.19429,0.00208,0.00429286,0.00429286,0.00429286
7,71.4425,1.64569,1.12672,0.00203,0.5944,0.70167,0.70257,0.34974,1.63064,1.13136,0.00277,0.00415143,0.00415143,0.00415143
8,81.4251,1.68598,1.1174,0.0021,0.70901,0.71515,0.76846,0.43282,1.51386,1.07987,0.00226,0.00401,0.00401,0.00401
9,91.4884,1.59521,1.13184,0.00198,0.63168,0.64848,0.70881,0.34186,1.71522,1.10411,0.00303,0.00386857,0.00386857,0.00386857
10,101.552,1.52405,1.09272,0.00171,0.75908,0.78788,0.84203,0.51804,1.24765,1.0154,0.00189,0.00372714,0.00372714,0.00372714
11,111.669,1.49262,1.04373,0.00177,0.6539,0.70606,0.72865,0.37047,1.40097,1.27482,0.00213,0.00358571,0.00358571,0.00358571
12,121.69,1.49149,1.05599,0.0016,0.67035,0.79492,0.80949,0.51295,1.25892,0.97406,0.00194,0.00344429,0.00344429,0.00344429
13,131.71,1.43923,1.035,0.00154,0.73169,0.76852,0.81229,0.53951,1.17988,0.90958,0.00169,0.00330286,0.00330286,0.00330286
14,141.881,1.453,0.9909,0.00157,0.81123,0.80606,0.87304,0.56252,1.2975,0.8606,0.00219,0.00316143,0.00316143,0.00316143
15,151.98,1.3841,1.04477,0.00153,0.78785,0.84242,0.87504,0.58554,1.17391,0.88446,0.00169,0.00302,0.00302,0.00302
16,162.059,1.37689,0.99271,0.00156,0.76374,0.76409,0.83918,0.51668,1.27219,1.00823,0.00188,0.00287857,0.00287857,0.00287857
17,172.044,1.37947,0.98957,0.00149,0.73696,0.76412,0.83292,0.50501,1.30276,1.02172,0.00176,0.00273714,0.00273714,0.00273714
18,182.021,1.34179,1.01481,0.00146,0.73956,0.77576,0.83043,0.5467,1.17047,0.95126,0.00172,0.00259571,0.00259571,0.00259571
19,192.057,1.36574,1.00521,0.00159,0.78003,0.78441,0.87724,0.61052,1.06375,0.88832,0.00152,0.00245429,0.00245429,0.00245429
20,202.108,1.29908,0.95954,0.0014,0.77091,0.75758,0.84545,0.57904,1.04835,0.96179,0.00144,0.00231286,0.00231286,0.00231286
21,212.087,1.23126,0.90478,0.00132,0.8278,0.78661,0.87802,0.59833,1.03502,0.9249,0.00138,0.00217143,0.00217143,0.00217143
22,222.086,1.2665,0.93283,0.00131,0.82252,0.75835,0.8626,0.56174,1.2159,0.93273,0.00162,0.00203,0.00203,0.00203
23,232.094,1.25444,0.92186,0.00131,0.75291,0.75758,0.83091,0.56066,1.15446,0.93885,0.00146,0.00188857,0.00188857,0.00188857
24,242.08,1.23648,0.89028,0.00124,0.81061,0.84848,0.87299,0.57861,1.1222,0.82552,0.00151,0.00174714,0.00174714,0.00174714
25,252.082,1.22961,0.8675,0.00124,0.82725,0.80303,0.89413,0.63115,1.04202,0.82052,0.00145,0.00160571,0.00160571,0.00160571
26,262.793,1.09225,0.86182,0.00141,0.77783,0.78182,0.87074,0.63096,0.99425,0.82795,0.00136,0.00146429,0.00146429,0.00146429
27,272.523,1.11294,0.85078,0.00155,0.83602,0.75704,0.874,0.61337,1.04681,0.89971,0.00143,0.00132286,0.00132286,0.00132286
28,282.275,1.11121,0.8435,0.00153,0.80664,0.80908,0.87965,0.61071,1.06068,0.81113,0.00141,0.00118143,0.00118143,0.00118143
29,292.018,1.0734,0.84426,0.00141,0.85352,0.80909,0.91676,0.65701,0.9689,0.78318,0.00126,0.00104,0.00104,0.00104
30,301.818,1.08984,0.84547,0.00138,0.79483,0.75134,0.85179,0.57678,1.13694,0.90064,0.0014,0.000898571,0.000898571,0.000898571
31,311.645,1.11138,0.83425,0.00129,0.83721,0.81041,0.89424,0.65069,0.97094,0.77682,0.0013,0.000757143,0.000757143,0.000757143
32,321.501,1.03674,0.81948,0.00124,0.85424,0.79916,0.91106,0.64171,1.0319,0.76844,0.00124,0.000615714,0.000615714,0.000615714
33,331.259,1.01965,0.80505,0.00123,0.81301,0.81818,0.9007,0.65651,0.94606,0.79742,0.00117,0.000474286,0.000474286,0.000474286
34,341.066,1.0087,0.80402,0.00119,0.83496,0.80606,0.89895,0.62918,1.08419,0.79577,0.00133,0.000332857,0.000332857,0.000332857
35,350.882,0.9582,0.75326,0.00115,0.85427,0.8171,0.91306,0.67057,0.94018,0.75238,0.00113,0.000191429,0.000191429,0.000191429
