epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.0806,2.14025,5.96723,0.00283,0.70063,0.70211,0.69439,0.34262,1.73633,1.03558,0.00225,0.00165254,0.00165254,0.0686017
2,13.5025,1.89287,1.21178,0.00196,0.81893,0.73636,0.76934,0.37459,1.88031,0.85109,0.00256,0.00322532,0.00322532,0.0368411
3,19.8175,1.90501,1.00043,0.00193,0.78763,0.74848,0.75739,0.39767,1.80041,0.68234,0.00236,0.00470382,0.00470382,0.0049863
4,26.0839,1.79572,0.87943,0.00185,0.7949,0.77513,0.78467,0.40941,1.79851,0.76847,0.00239,0.00457571,0.00457571,0.00457571
5,32.3424,1.76919,0.83697,0.00183,0.81816,0.76351,0.79919,0.45004,1.69873,0.69519,0.00223,0.00443429,0.00443429,0.00443429
6,38.6428,1.79186,0.78851,0.00186,0.78861,0.82121,0.82163,0.46211,1.69013,0.6606,0.00204,0.00429286,0.00429286,0.00429286
7,45.0222,1.74767,0.80237,0.00175,0.79384,0.81212,0.8545,0.50939,1.53135,0.7423,0.00189,0.00415143,0.00415143,0.00415143
8,51.3912,1.71829,0.7859,0.00171,0.8323,0.83939,0.87657,0.49255,1.61389,0.67406,0.00198,0.00401,0.00401,0.00401
9,57.7437,1.68067,0.82501,0.00173,0.82987,0.76061,0.81303,0.47507,1.61558,0.76077,0.00215,0.00386857,0.00386857,0.00386857
10,64.0719,1.63252,0.78638,0.00156,0.84026,0.82886,0.8695,0.54154,1.40072,0.66228,0.00174,0.00372714,0.00372714,0.00372714
11,70.4773,1.64912,0.70732,0.00164,0.84868,0.82727,0.88355,0.55073,1.48825,0.60281,0.00181,0.00358571,0.00358571,0.00358571
12,76.8229,1.633,0.72906,0.00161,0.84484,0.82501,0.89415,0.54618,1.48543,0.61146,0.00175,0.00344429,0.00344429,0.00344429
13,83.1202,1.60429,0.75727,0.00158,0.83866,0.8821,0.92185,0.59004,1.30159,0.55998,0.00166,0.00330286,0.00330286,0.00330286
14,89.4586,1.53676,0.75574,0.00146,0.8586,0.80965,0.88654,0.53811,1.50734,0.65129,0.00184,0.00316143,0.00316143,0.00316143
15,95.7405,1.54101,0.77782,0.00143,0.86433,0.83014,0.89199,0.56266,1.39114,0.64085,0.00166,0.00302,0.00302,0.00302
16,102.023,1.53176,0.79895,0.00146,0.8435,0.81818,0.86941,0.51417,1.54257,0.63569,0.00181,0.00287857,0.00287857,0.00287857
17,108.274,1.54136,0.78467,0.00149,0.84715,0.78936,0.87045,0.47501,1.67062,0.66623,0.002,0.00273714,0.00273714,0.00273714
18,114.511,1.52788,0.75696,0.0015,0.86284,0.81974,0.87148,0.52851,1.50072,0.58344,0.00174,0.00259571,0.00259571,0.00259571
19,120.767,1.48743,0.75738,0.00144,0.85259,0.89384,0.88443,0.55894,1.4043,0.5762,0.00171,0.00245429,0.00245429,0.00245429
20,127.029,1.43714,0.75345,0.00139,0.82557,0.84545,0.87379,0.52384,1.46829,0.67378,0.0017,0.00231286,0.00231286,0.00231286
21,133.223,1.42228,0.66103,0.00138,0.90098,0.89091,0.9378,0.63374,1.20774,0.46113,0.00144,0.00217143,0.00217143,0.00217143
22,139.526,1.42983,0.69402,0.00134,0.85996,0.86364,0.91037,0.60298,1.24058,0.61279,0.00145,0.00203,0.00203,0.00203
23,145.863,1.38694,0.71984,0.00133,0.8727,0.8725,0.91674,0.59154,1.31896,0.57606,0.00151,0.00188857,0.00188857,0.00188857
24,152.156,1.38016,0.6732,0.00133,0.85402,0.85092,0.89576,0.59816,1.32403,0.57857,0.00153,0.00174714,0.00174714,0.00174714
25,158.373,1.36353,0.62217,0.0013,0.8967,0.89091,0.92678,0.54922,1.48513,0.48468,0.00176,0.00160571,0.00160571,0.00160571
26,165.198,1.21711,0.58496,0.0014,0.88801,0.88906,0.93148,0.59825,1.35646,0.46568,0.00156,0.00146429,0.00146429,0.00146429
27,171.337,1.26064,0.57324,0.00145,0.88349,0.88788,0.93,0.63805,1.21137,0.52879,0.00144,0.00132286,0.00132286,0.00132286
28,177.549,1.18577,0.56933,0.00137,0.89791,0.90614,0.94776,0.64434,1.22508,0.49924,0.00143,0.00118143,0.00118143,0.00118143
29,183.727,1.14303,0.52705,0.00134,0.90691,0.91818,0.94889,0.64284,1.2039,0.46682,0.00139,0.00104,0.00104,0.00104
30,189.882,1.13579,0.52615,0.00134,0.9249,0.92424,0.9499,0.63409,1.24622,0.43922,0.00147,0.000898571,0.000898571,0.000898571
31,196.015,1.14422,0.50571,0.00127,0.87591,0.93939,0.94152,0.63545,1.23158,0.44945,0.00152,0.000757143,0.000757143,0.000757143
32,202.198,1.13351,0.47578,0.00133,0.92349,0.92424,0.96751,0.65813,1.18149,0.438,0.00145,0.000615714,0.000615714,0.000615714
33,208.455,1.08637,0.45511,0.00123,0.90665,0.92727,0.95487,0.66171,1.15862,0.42857,0.00137,0.000474286,0.000474286,0.000474286
34,214.662,1.09432,0.43707,0.00124,0.91767,0.91202,0.95052,0.62767,1.26209,0.46285,0.00149,0.000332857,0.000332857,0.000332857
35,220.819,1.07785,0.42998,0.00124,0.90903,0.90844,0.94801,0.62292,1.25794,0.45901,0.00147,0.000191429,0.000191429,0.000191429
