epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.9231,2.86672,13.3257,0.00551,0.00185,0.45133,0.00134,0.00056,2.10643,8.23468,0.00423,0.0004,0.0004,0.0004
2,14.4108,2.32466,8.80887,0.00373,0.00232,0.56637,0.00182,0.00071,2.02989,7.77472,0.00444,0.00077941,0.00077941,0.00077941
3,15.9843,1.99679,7.11542,0.00307,0.00315,0.76991,0.01831,0.00641,1.87561,7.23119,0.00398,0.00111724,0.00111724,0.00111724
4,17.5258,1.91787,6.35277,0.00293,0.00341,0.83186,0.39234,0.157,1.85289,6.29816,0.00381,0.00141349,0.00141349,0.00141349
5,19.0489,1.95537,5.63648,0.00282,0.4835,0.43079,0.41386,0.195,1.75441,5.38903,0.0039,0.001604,0.001604,0.001604
6,20.5832,1.95962,5.01907,0.0031,0.47912,0.30973,0.40611,0.16099,1.91666,4.26683,0.0043,0.001505,0.001505,0.001505
7,22.0782,1.93649,4.48757,0.00294,0.37727,0.54867,0.42309,0.19423,1.79749,2.73007,0.00383,0.001406,0.001406,0.001406
8,23.5705,1.89395,3.90971,0.0027,0.49431,0.59292,0.51792,0.26127,1.68551,2.13752,0.0031,0.001307,0.001307,0.001307
9,25.054,1.82521,3.67295,0.00273,0.46515,0.56637,0.50853,0.24462,1.60529,2.18791,0.00303,0.001208,0.001208,0.001208
10,26.5331,1.86749,3.40107,0.00303,0.37232,0.58407,0.44401,0.166,1.91741,2.29317,0.00339,0.001109,0.001109,0.001109
11,28.8315,1.74062,4.06721,0.003,0.49495,0.66372,0.56012,0.26434,1.76865,1.75906,0.00328,0.00101,0.00101,0.00101
12,30.3998,1.75489,3.73786,0.0028,0.58511,0.61154,0.61788,0.26471,1.83473,1.8247,0.00284,0.000911,0.000911,0.000911
13,31.8386,1.68448,3.3517,0.00253,0.58008,0.59904,0.61881,0.28484,1.6533,1.48602,0.00333,0.000812,0.000812,0.000812
14,33.3102,1.68506,3.19709,0.00262,0.53699,0.60177,0.60277,0.27815,1.72077,1.38933,0.00326,0.000713,0.000713,0.000713
15,34.7685,1.66014,3.06566,0.00274,0.59084,0.66372,0.67915,0.29738,1.73803,1.37472,0.00303,0.000614,0.000614,0.000614
16,36.2341,1.76013,2.94676,0.00249,0.57789,0.64215,0.66636,0.32108,1.6677,1.26991,0.00274,0.000515,0.000515,0.000515
17,37.7045,1.53637,2.71625,0.00227,0.58059,0.64602,0.6547,0.33923,1.62522,1.26571,0.00289,0.000416,0.000416,0.000416
18,39.1619,1.5127,2.56881,0.00228,0.65489,0.69912,0.70984,0.37843,1.59035,1.20355,0.00251,0.000317,0.000317,0.000317
19,40.6226,1.48968,2.46313,0.00211,0.6853,0.69912,0.71966,0.40432,1.52238,1.1157,0.00246,0.000218,0.000218,0.000218
20,42.1009,1.513,2.37565,0.00213,0.65311,0.69027,0.7116,0.40029,1.52388,1.12794,0.00248,0.000119,0.000119,0.000119
