epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.1009,2.41567,4.48058,0.00333,0.3845,0.27273,0.21052,0.05917,3.18967,nan,0.00737,0.00330508,0.00330508,0.0702542
2,21.4127,2.3978,1.28287,0.00314,0.66908,0.52424,0.53396,0.21048,2.3052,2.86129,0.00453,0.00645065,0.00645065,0.0400665
3,31.7016,2.24675,1.38847,0.00278,0.44143,0.61818,0.45787,0.19669,2.12745,1.51458,0.00353,0.00940764,0.00940764,0.00969012
4,41.7464,2.00723,1.44548,0.00252,0.39846,0.32727,0.26371,0.1082,2.11311,2.87409,0.0037,0.00915143,0.00915143,0.00915143
5,51.7657,1.9515,1.53517,0.00243,0.60936,0.65455,0.67749,0.30626,1.91463,1.33952,0.0033,0.00886857,0.00886857,0.00886857
6,61.8299,1.8952,1.36045,0.00233,0.7448,0.74848,0.78686,0.36623,1.76382,1.12705,0.0029,0.00858571,0.00858571,0.00858571
7,71.8897,1.96876,1.30016,0.00251,0.66146,0.72424,0.72152,0.2596,2.04716,1.14263,0.00357,0.00830286,0.00830286,0.00830286
8,81.9189,1.86292,1.31592,0.00233,0.67228,0.7584,0.74006,0.34304,1.65244,1.21134,0.00273,0.00802,0.00802,0.00802
9,91.9135,1.72161,1.24929,0.0022,0.51556,0.62241,0.58819,0.30766,1.70004,1.58917,0.00278,0.00773714,0.00773714,0.00773714
10,101.897,1.62869,1.16373,0.00188,0.73653,0.76364,0.8017,0.4668,1.46814,0.94214,0.00225,0.00745429,0.00745429,0.00745429
11,112.007,1.72076,1.13226,0.00204,0.609,0.67967,0.69813,0.41226,1.37976,1.15134,0.00211,0.00717143,0.00717143,0.00717143
12,122.035,1.57228,1.09852,0.00178,0.69963,0.68788,0.74455,0.39129,1.78761,1.25726,0.00305,0.00688857,0.00688857,0.00688857
13,132.012,1.60932,1.06964,0.00191,0.75428,0.68836,0.76561,0.43945,1.57398,1.09842,0.00233,0.00660571,0.00660571,0.00660571
14,141.977,1.57388,1.0084,0.00178,0.7757,0.8279,0.84858,0.46346,1.56271,1.09232,0.00229,0.00632286,0.00632286,0.00632286
15,151.988,1.55007,1.13701,0.00171,0.71813,0.80293,0.82081,0.47581,1.43375,0.95307,0.00204,0.00604,0.00604,0.00604
16,162.06,1.52525,1.06795,0.00179,0.71479,0.77464,0.76934,0.44149,1.44857,1.22006,0.00215,0.00575714,0.00575714,0.00575714
17,172.053,1.43778,1.08274,0.00156,0.74799,0.76452,0.81276,0.48856,1.37439,0.97283,0.00192,0.00547429,0.00547429,0.00547429
18,182.124,1.44321,1.07298,0.00161,0.70458,0.8,0.78304,0.49136,1.39906,0.96096,0.00192,0.00519143,0.00519143,0.00519143
19,192.181,1.4259,1.03722,0.00156,0.76633,0.84472,0.87184,0.56492,1.20937,0.86375,0.00164,0.00490857,0.00490857,0.00490857
20,202.21,1.39219,0.99319,0.00151,0.71666,0.74848,0.77598,0.51104,1.33411,0.8992,0.00188,0.00462571,0.00462571,0.00462571
21,212.195,1.33495,0.94634,0.00155,0.78139,0.82727,0.86559,0.56934,1.16283,0.80535,0.00157,0.00434286,0.00434286,0.00434286
22,222.243,1.37175,0.97369,0.00146,0.72696,0.79873,0.80461,0.52476,1.29808,0.95939,0.00179,0.00406,0.00406,0.00406
23,232.269,1.35761,0.99854,0.0015,0.80082,0.77273,0.84823,0.55882,1.25146,0.86393,0.00169,0.00377714,0.00377714,0.00377714
24,242.233,1.34751,0.92277,0.00136,0.72407,0.81903,0.84509,0.5694,1.16181,0.76475,0.00152,0.00349429,0.00349429,0.00349429
25,252.281,1.23803,0.93164,0.0013,0.83807,0.81551,0.88968,0.63783,1.01107,0.80407,0.00134,0.00321143,0.00321143,0.00321143
26,263.052,1.19791,0.89189,0.00158,0.74467,0.79542,0.83513,0.58515,1.03716,0.81668,0.00144,0.00292857,0.00292857,0.00292857
27,272.792,1.16866,0.90632,0.00165,0.7905,0.76611,0.87208,0.59901,1.06362,0.86776,0.00143,0.00264571,0.00264571,0.00264571
28,282.551,1.16878,0.92013,0.00164,0.79122,0.78182,0.84966,0.58894,1.11693,0.8772,0.0016,0.00236286,0.00236286,0.00236286
29,292.287,1.18806,0.88399,0.00157,0.83996,0.79522,0.87397,0.55275,1.36021,0.74185,0.00174,0.00208,0.00208,0.00208
30,302.038,1.16464,0.83552,0.00151,0.8724,0.80804,0.90699,0.6296,1.08168,0.72993,0.00145,0.00179714,0.00179714,0.00179714
31,311.789,1.15932,0.85377,0.00147,0.85242,0.82424,0.9055,0.65628,0.99719,0.77435,0.00132,0.00151429,0.00151429,0.00151429
32,321.612,1.13455,0.84304,0.00146,0.85834,0.77879,0.87867,0.61009,1.13584,0.76994,0.00145,0.00123143,0.00123143,0.00123143
33,331.348,1.05823,0.80453,0.00127,0.87413,0.82121,0.89567,0.65871,0.99542,0.69576,0.00125,0.000948571,0.000948571,0.000948571
34,341.181,1.05138,0.81331,0.00125,0.88033,0.80303,0.89338,0.65118,1.00188,0.74082,0.00124,0.000665714,0.000665714,0.000665714
35,350.921,1.00263,0.7904,0.00123,0.8654,0.77576,0.88857,0.64982,1.00444,0.73686,0.00123,0.000382857,0.000382857,0.000382857
